00_no	01_tstop	10_spa_pol_dif	11_spa_pol_tes	20_ang_seg_dif	21_ang_seg_tes	30_len_seg_dif	31_len_seg_tes	22_course_seg1	23_course_seg2	32_len_seg1	33_len_seg2
0	0.0	1.0396087803797036	0	nan	nan	nan	nan	nan	nan	nan	nan
1	10.0	1.0488574183293418	0	nan	nan	0.000005	0	273.743775125	157.610292419	0.5238885648671224	0.523883588268831
2	20.0	1.939251148514321	0	84.64397175799996	0	0.0003675	0	139.00062497750002	-136.3554032645	4.4390170905897985	4.438649608107905
3	30.0	2.186441670519566	0	91.63317308890001	0	0.0001424	0	44.63274003309999	136.265913122	2.1924434711123775	2.192301096824105
4	40.0	2.4982177538741293	0	78.66120356299999	0	0.0000185	0	-76.27212559900002	-154.933329162	1.2697772061265127	1.2697587232430259
5	50.0	3.9097779362449967	0	4.176170072699989	0	0.0016097	0	48.33596726459999	44.1597971919	6.10989037717161	6.108280717431453
6	60.0	4.327311114762276	1	61.14791328780001	0	0.0000348	0	28.536529299199998	89.684442587	2.361571050429561	2.361536244952255
7	70.0	3.973852719130925	0	48.81874560900002	0	0.0003833	0	77.79573930800001	28.97699369899999	3.3378718721186993	3.3374885295515395
8	80.0	4.167336487859132	0	13.642800530100004	0	0.0000212	0	-38.121318621800015	-24.47851809170001	2.0597953431761193	2.0597741065387143
9	90.0	4.071779999038122	0	12.120052285999975	0	0.0000096	0	47.17290377799998	35.052851492	1.1082224940957084	1.1082128996941318
10	100.0	3.936303497223753	0	6.765838564999967	0	0.0003503	0	146.81618227700002	153.582020842	4.659741413869781	4.65939111484222
11	110.0	3.93589641455038	0	79.85517593930001	0	0.0000763	0	-177.5252022572	102.6196218035	2.3203489287224306	2.32027264259474
12	120.0	4.63267676038993	1	60.564221398800015	0	0.000462	0	-45.60190700940001	14.962314389400007	3.467295154685703	3.4668331996986934
13	130.0	4.912432193108829	1	1.140329022900005	0	0.0000253	0	-4.255213841	-3.114884818099995	1.2807640741986475	1.280738793627883
14	140.0	6.934371634470064	0	2.9993020569999658	0	0.0167484	0	-78.58020887699999	-75.58090682000002	11.289302074120934	11.272553661217675
15	150.0	7.208063539520831	0	3.2569656059999943	0	0.0002275	0	-53.638517672000006	-50.38155206600001	7.201467576568715	7.201240117727909
16	160.0	7.191343917568772	0	5.632668646999974	0	0.0000663	0	-25.720815862999984	-20.08814721600001	10.101169093188554	10.101102757292745
17	170.0	7.069940128926248	0	0.5855753383999911	0	0.0000283	0	-19.411659765600007	-19.997235103999998	6.352936247002196	6.352907993201622
18	180.0	6.416939302708428	1	53.90473488729998	0	0.0116033	0	-25.99648358600001	-79.90121847329999	13.015854150774118	13.004250879606527
19	190.0	6.546326840149822	1	158.4933099859	0	0.0002779	0	1.8486616394000066	160.3419716253	4.478440669961387	4.478162793362365
20	200.0	6.934815226415408	1	83.40554618000007	0	0.0000575	0	50.02749045300004	-33.37805572700003	1.8745196983539187	1.874462171452975
21	210.0	7.812879680882523	1	6.333180333499968	0	0.0015563	0	68.47705286799999	62.14387253450002	4.977812347225005	4.976256000750038
22	220.0	8.664173868549016	1	164.9775928938	1	0.0015108	0	15.5948197978	-149.382773096	5.88307265695577	5.881561865338046
23	230.0	9.478085870369634	1	96.66948924206	1	0.000309	0	13.741065826099998	110.41055506816	6.9225762482200865	6.922267217192892
24	240.0	9.86751867894248	1	29.05105822439998	0	0.0005016	0	4.87072367830001	33.92178190269999	3.379951013227869	3.3794494339511134
25	250.0	9.748118506438677	1	123.54864354259996	0	0.0000017	0	88.89337637399998	-34.65526716859998	0.78981451610909	0.7898128591880135
26	260.0	9.362428628372918	1	147.179804996	0	0.0022237	0	-30.153140543999996	117.026664452	6.219671168925068	6.217447493693485
27	270.0	9.569856639214565	1	93.0696832218	0	0.0000234	0	-84.17042839179999	8.899254830000018	1.1034783028377004	1.1034548980580674
28	280.0	10.41109503241534	1	3.0107895235240107	0	0.0000607	0	-19.33131677587602	-22.34210629940003	4.285368490939332	4.285307820252384
29	290.0	11.20155866600332	1	24.70504732089998	0	0.0011057	0	-13.720499141000005	-38.425546461899984	4.447475769976013	4.446370115451748
30	300.0	11.32042950950615	1	111.25556967749998	0	0.0000043	0	24.271534332499982	-86.984035345	0.6993831008652412	0.6993787532286075
31	310.0	12.283299255618616	1	23.775499612000004	0	0.0019402	0	-11.902419561000016	11.873080050999988	5.996101549380524	5.994161387824389
32	320.0	13.544346244055259	1	60.256263249900016	0	0.0092293	0	-2.578307617000007	57.67795563290001	9.587714297567688	9.578484994872055
33	330.0	13.913886243920436	1	113.43906078909998	0	0.0011316	0	40.30036702209998	-73.138693767	4.414819351177746	4.413687764952212
34	340.0	14.062721875792274	1	83.53352159929999	0	0.0003626	0	38.101839361900005	121.63536096119999	5.513897643095102	5.513535037753971
35	350.0	13.927196419682884	1	3.9218626759999893	0	0.0001396	0	156.50310109	160.424963766	2.197405681557667	2.197266084385969
36	360.0	13.790872800223855	1	98.37354224710002	0	0.0001347	1	-2.042890366699993	-100.41643261380001	2.091749545338791	2.0916148431719517
37	370.0	13.4590714311215	1	49.881147373299996	0	0.0000262	0	1.38419494339999	-48.496952429900006	4.38885070637181	4.388824503933599
38	380.0	14.223973823825723	1	159.37127813400002	1	0.0043768	0	96.74982654299998	-103.878895323	9.184002449029933	9.179625679912657
39	390.0	14.733043244107687	1	6.9369244769999625	0	0.0059146	1	0.4868223429999716	-6.450102133999991	9.231863519115207	9.225948894371125
40	400.0	14.94990115852101	1	4.172119426000052	0	0.0065149	0	-0.07356488999997168	-4.245684316000023	9.139239818217327	9.13272493131582
41	410.0	14.768134327134646	1	109.10085206810001	0	0.00873	0	-178.09863362299998	72.8005143089	8.799845232370853	8.791115212345774
42	420.0	14.477897017557584	1	80.01453627999999	0	0.0060368	0	-22.570469969999976	-102.58500624999996	8.27457092575121	8.268534083196132
43	430.0	14.197183252982548	1	174.212234227	0	0.0104625	0	-21.847469229000012	163.94029654399998	13.531329200399284	13.520866679314853
44	440.0	13.830687946691194	1	69.91032650500006	0	0.0002286	0	5.649061976999974	75.55938848200003	13.033921559811475	13.033692987837506
45	450.0	14.102892985643274	1	78.13226939825	0	0.0002777	0	-77.9182293083	-156.05049870655	3.208796915968075	3.2085191689641714
46	460.0	14.332616202770911	1	0.16384466150000776	0	0.0002531	1	-0.026916685200006896	-0.19076134670001466	3.0946389627525246	3.0943858615668844
47	470.0	14.545412573023675	1	151.6346378221	0	0.000033	0	-0.9400560121000012	150.69458181	3.147960371729507	3.1479273573125424
48	480.0	14.63830712498241	1	152.2145811267	0	0.0006308	0	49.62918563440002	-102.5853954923	5.3407706758150555	5.340139916522897
49	490.0	14.906622823523016	1	0.8256133618000092	0	0.0093447	0	-25.65192385710003	-24.82631049530002	9.023925554078616	9.014580813037199
50	500.0	14.98311846214807	1	0.14884618509998404	0	0.0005898	0	-19.60210471299999	-19.453258527900005	4.1565942079477285	4.156004361321864
51	510.0	14.998702749170107	1	0.0556031	0	0.0001854	0	-2.4043910364999874	-2.3487879809999868	2.8855183078347197	2.885332954131261
52	520.0	14.902991790983197	1	0.34878011239999296	0	0.0167341	0	31.739825273400015	32.08860538580001	11.411978446962493	11.395244352096878
53	530.0	14.63066321026624	1	0.457687984200021	0	0.0165151	0	0.277497198399999	0.73518518260002	11.457878417709328	11.441363308915802
